                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                 1.3075,                0.95592,                 1.2452,                0.89195,                0.93406,                0.90058,                0.53132,                 1.5377,                0.94566,                 1.3337,              0.0014921,              0.0014921,              0.0014921
                     55,                 1.3412,                0.99826,                 1.2968,                0.97814,                0.92906,                 0.9354,                0.54849,                 1.6466,                0.90326,                 1.5364,              0.0014888,              0.0014888,              0.0014888
                     56,                 1.3848,                0.96253,                 1.2976,                0.96426,                 0.9375,                0.93528,                0.54216,                 1.6269,                0.87543,                  1.495,              0.0014855,              0.0014855,              0.0014855
                     57,                 1.3445,                0.98414,                 1.3387,                0.96669,                0.93096,                0.93563,                0.52785,                 1.6243,                0.85962,                 1.4916,              0.0014822,              0.0014822,              0.0014822
                     58,                 1.2865,                0.96514,                 1.2626,                0.97626,                 0.9375,                0.93732,                0.53471,                 1.5366,                0.70982,                 1.4527,              0.0014789,              0.0014789,              0.0014789
                     59,                 1.1928,                0.96223,                 1.1857,                0.95422,                0.80657,                0.87118,                0.53608,                 1.5808,                 1.1047,                 1.3839,              0.0014756,              0.0014756,              0.0014756
                     60,                 1.2454,                0.90512,                 1.2162,                0.99475,                0.81071,                0.91282,                0.57396,                 1.4636,                0.83876,                 1.3767,              0.0014723,              0.0014723,              0.0014723
                     61,                 1.2698,                0.87358,                 1.2085,                0.94868,                 0.9375,                0.94253,                0.62154,                  1.369,                0.77907,                 1.3196,               0.001469,               0.001469,               0.001469
                     62,                 1.3384,                0.95495,                 1.2816,                0.94744,                 0.9375,                0.94253,                0.67652,                 1.3232,                0.73615,                 1.3101,              0.0014657,              0.0014657,              0.0014657
                     63,                 1.3748,                0.98274,                 1.2481,                0.92473,                 0.9375,                 0.9351,                0.57878,                  1.539,                0.95578,                 1.3686,              0.0014624,              0.0014624,              0.0014624
                     64,                 1.2738,                0.87401,                 1.2298,                 0.9821,                0.91797,                0.93582,                0.58697,                 1.4437,                0.75509,                 1.3193,              0.0014591,              0.0014591,              0.0014591
                     65,                 1.2176,                 0.8712,                 1.1588,                0.97704,                 0.9375,                0.93812,                0.59964,                 1.4365,                0.73731,                 1.3196,              0.0014558,              0.0014558,              0.0014558
                     66,                 1.1594,                0.88559,                 1.1285,                0.97727,                 0.9375,                0.93571,                0.58149,                 1.6151,                0.84467,                 1.4761,              0.0014525,              0.0014525,              0.0014525
                     67,                 1.2285,                0.89514,                 1.2053,                0.94648,                 0.8689,                0.87304,                0.52434,                 1.6062,                 1.1097,                 1.4396,              0.0014492,              0.0014492,              0.0014492
                     68,                 1.1374,                0.79358,                  1.117,                0.88159,                0.79713,                0.88178,                0.54737,                 1.4809,                 1.1532,                  1.317,              0.0014459,              0.0014459,              0.0014459
                     69,                 1.1529,                0.83168,                 1.1486,                0.98417,                  0.875,                0.88592,                0.53104,                 1.4463,                0.89212,                 1.4197,              0.0014426,              0.0014426,              0.0014426
                     70,                 1.1903,                0.82932,                 1.2269,                0.93415,                 0.8535,                0.89053,                0.57258,                   1.56,                 1.3136,                 1.4883,              0.0014393,              0.0014393,              0.0014393
                     71,                 1.2461,                 0.8656,                 1.2158,                0.97333,                0.92352,                0.93996,                0.58891,                 1.5445,                0.77161,                 1.4477,               0.001436,               0.001436,               0.001436
                     72,                 1.3332,                 1.0256,                  1.231,                0.93779,                  0.875,                0.88964,                0.53321,                 1.5197,                0.87466,                  1.424,              0.0014327,              0.0014327,              0.0014327
                     73,                 1.3211,                 1.0852,                 1.2393,                0.97577,                0.81176,                0.92867,                0.61245,                 1.4388,                0.81159,                 1.3254,              0.0014294,              0.0014294,              0.0014294
                     74,                  1.163,                0.94458,                 1.1896,                 0.9821,                0.86755,                0.87194,                0.57503,                 1.4648,                0.88455,                 1.3583,              0.0014261,              0.0014261,              0.0014261
                     75,                 1.1296,                0.84943,                 1.1744,                0.99025,                 0.9375,                0.94005,                0.61896,                 1.3471,                0.68647,                 1.2643,              0.0014228,              0.0014228,              0.0014228
                     76,                 1.0515,                0.73145,                 1.0999,                0.98577,                 0.9375,                0.93569,                0.59361,                 1.4424,                0.67481,                 1.3769,              0.0014195,              0.0014195,              0.0014195
                     77,                 1.0825,                0.75707,                 1.0823,                0.99099,                 0.9375,                0.93659,                0.60535,                 1.4674,                0.67656,                 1.4325,              0.0014161,              0.0014161,              0.0014161
                     78,                 1.1916,                0.84044,                 1.2014,                0.98698,                0.89964,                0.93864,                0.50702,                 1.6448,                0.88322,                  1.601,              0.0014128,              0.0014128,              0.0014128
                     79,                 1.2344,                0.82779,                 1.2088,                0.98445,                 0.9375,                 0.9409,                0.55996,                 1.5791,                0.71383,                 1.3773,              0.0014095,              0.0014095,              0.0014095
                     80,                 1.1612,                0.76574,                 1.2169,                0.97469,                0.92614,                 0.9402,                 0.5602,                 1.5198,                0.73258,                 1.4181,              0.0014062,              0.0014062,              0.0014062
                     81,                 1.0135,                0.78658,                 1.0594,                0.95726,                 0.9375,                0.93618,                 0.5368,                 1.6672,                 0.7468,                 1.5673,              0.0014029,              0.0014029,              0.0014029
                     82,                 1.1817,                0.85967,                 1.2004,                0.90815,                 0.9375,                0.93704,                 0.5638,                 1.5997,                0.72488,                 1.5179,              0.0013996,              0.0013996,              0.0013996
                     83,                 1.1044,                0.81624,                 1.1413,                0.95492,                 0.9375,                0.93852,                0.55815,                 1.6164,                0.71072,                 1.4436,              0.0013963,              0.0013963,              0.0013963
                     84,                 1.1654,                0.73134,                 1.1951,                0.94413,                 0.9375,                 0.9387,                0.56147,                 1.6039,                0.77977,                 1.4589,               0.001393,               0.001393,               0.001393
                     85,                 1.0975,                0.86164,                 1.1364,                0.91314,                0.85417,                 0.9133,                0.51173,                 1.7959,                0.85082,                 1.6397,              0.0013897,              0.0013897,              0.0013897
                     86,                 1.0974,                0.79659,                 1.1581,                0.95165,                 0.9375,                0.93858,                0.54661,                 1.5221,                0.76358,                 1.3811,              0.0013864,              0.0013864,              0.0013864
                     87,                 1.1392,                0.67692,                  1.153,                 0.9343,                 0.9375,                0.93795,                 0.5575,                 1.5182,                0.72977,                 1.4232,              0.0013831,              0.0013831,              0.0013831
                     88,                  1.161,                 0.7816,                 1.1818,                0.98039,                 0.9375,                0.93682,                0.56101,                 1.6445,                0.74437,                 1.4593,              0.0013798,              0.0013798,              0.0013798
                     89,                 1.1344,                0.71188,                 1.1614,                0.99411,                 0.9375,                 0.9378,                0.52972,                 1.7054,                0.76241,                 1.5755,              0.0013765,              0.0013765,              0.0013765
                     90,                 1.1577,                0.76825,                 1.1564,                0.97846,                  0.875,                0.88559,                0.49417,                 1.5859,                0.85487,                 1.4777,              0.0013732,              0.0013732,              0.0013732
                     91,                 1.0399,                0.71485,                 1.1243,                0.90914,                0.81392,                 0.8499,                0.49286,                 1.7417,                0.81268,                 1.4988,              0.0013699,              0.0013699,              0.0013699
                     92,                 1.1477,                0.70462,                  1.172,                0.94977,                0.75549,                0.90677,                0.50929,                 1.6074,                 1.1944,                 1.4896,              0.0013666,              0.0013666,              0.0013666
                     93,                 1.2416,                0.97153,                 1.2568,                0.98723,                 0.9375,                0.93723,                0.54426,                  1.703,                0.75803,                 1.5945,              0.0013633,              0.0013633,              0.0013633
                     94,                  1.121,                0.75351,                 1.1545,                0.97286,                0.93349,                0.93808,                0.58171,                 1.5613,                0.71176,                 1.4692,                0.00136,                0.00136,                0.00136
                     95,                 1.1361,                0.76995,                 1.1882,                0.97086,                0.93245,                 0.9428,                0.58425,                 1.4179,                0.78147,                 1.3072,              0.0013567,              0.0013567,              0.0013567
                     96,                 1.2316,                 1.0035,                 1.1963,                0.99156,                0.93709,                0.94493,                0.59882,                 1.4664,                0.74811,                 1.2878,              0.0013534,              0.0013534,              0.0013534
                     97,                 1.1507,                0.80393,                 1.1986,                0.99105,                0.88826,                0.94785,                0.62865,                 1.5107,                0.77194,                 1.3169,              0.0013501,              0.0013501,              0.0013501
                     98,                 1.0499,                0.68495,                 1.1336,                0.99084,                0.88464,                0.95684,                0.58351,                 1.6044,                0.88325,                  1.416,              0.0013468,              0.0013468,              0.0013468
                     99,                 1.0786,                 0.7276,                 1.1361,                0.93633,                0.74545,                0.82736,                 0.5019,                 1.6044,                 1.6902,                 1.4535,              0.0013435,              0.0013435,              0.0013435
                    100,                0.91906,                0.64145,                 1.0639,                0.93469,                0.85711,                0.88345,                0.52427,                 1.6608,                0.98733,                  1.465,              0.0013402,              0.0013402,              0.0013402
                    101,                 1.0488,                0.66725,                 1.1098,                0.99251,                 0.9375,                0.94107,                0.51471,                  1.644,                0.72273,                 1.4815,              0.0013369,              0.0013369,              0.0013369
                    102,                0.92552,                0.64343,                 1.0868,                0.98456,                 0.9375,                0.93632,                0.55796,                 1.5306,                0.71941,                 1.4114,              0.0013336,              0.0013336,              0.0013336
                    103,                 1.1031,                0.75494,                 1.1563,                0.99045,                 0.9375,                0.93743,                0.54237,                 1.6854,                 0.7422,                  1.536,              0.0013303,              0.0013303,              0.0013303
                    104,                 1.0628,                 0.6853,                 1.1337,                0.98578,                 0.9198,                 0.9392,                0.59688,                 1.5084,                0.71673,                  1.334,               0.001327,               0.001327,               0.001327
                    105,                 1.0824,                0.64627,                 1.1271,                0.98068,                 0.9375,                 0.9374,                0.56954,                 1.6441,                0.73319,                  1.408,              0.0013237,              0.0013237,              0.0013237
                    106,                 1.0866,                0.65371,                 1.1575,                0.90403,                 0.9375,                 0.9159,                0.62568,                 1.4888,                0.78593,                 1.3023,              0.0013204,              0.0013204,              0.0013204
                    107,                0.98682,                0.72624,                 1.0701,                0.99436,                0.93067,                0.93937,                0.56597,                 1.6227,                0.78307,                 1.3868,              0.0013171,              0.0013171,              0.0013171
                    108,                0.99439,                0.66677,                 1.0843,                0.96403,                 0.9375,                0.93634,                0.57922,                  1.576,                0.81465,                 1.3847,              0.0013138,              0.0013138,              0.0013138
                    109,                 1.0563,                0.74281,                 1.1057,                0.94422,                 0.9375,                0.93562,                0.55484,                 1.6296,                0.78523,                 1.4507,              0.0013105,              0.0013105,              0.0013105
                    110,                 1.0378,                0.66651,                 1.1066,                0.96487,                 0.9375,                0.93602,                0.53966,                 1.6391,                0.74741,                 1.4752,              0.0013072,              0.0013072,              0.0013072
                    111,                 1.0063,                0.59799,                 1.1242,                0.98714,                 0.9375,                0.93996,                0.54876,                 1.5511,                0.70309,                  1.507,              0.0013039,              0.0013039,              0.0013039
                    112,                  1.059,                0.62706,                  1.103,                0.96176,                 0.8125,                0.85779,                0.51477,                 1.6023,                0.98831,                 1.4728,              0.0013006,              0.0013006,              0.0013006
                    113,                0.98529,                 0.7219,                 1.0725,                0.99059,                0.90702,                0.93671,                0.54318,                 1.6321,                0.81487,                 1.4726,              0.0012973,              0.0012973,              0.0012973
                    114,                0.93516,                0.70947,                 1.0397,                0.99348,                0.89279,                0.94162,                0.54984,                 1.6376,                0.85886,                 1.4416,               0.001294,               0.001294,               0.001294
                    115,                 1.0497,                0.70888,                 1.1226,                0.99034,                 0.9375,                0.93727,                0.56791,                 1.5776,                0.75393,                  1.457,              0.0012907,              0.0012907,              0.0012907
                    116,                0.97261,                0.70525,                 1.1253,                0.97657,                 0.9375,                0.94046,                0.57134,                 1.5899,                0.79763,                 1.4279,              0.0012874,              0.0012874,              0.0012874
                    117,                 1.0486,                0.65971,                 1.1291,                0.98226,                 0.9375,                0.94205,                0.55845,                  1.659,                0.77757,                 1.4943,              0.0012841,              0.0012841,              0.0012841
                    118,                 0.9115,                0.71138,                 1.0321,                0.99046,                 0.9375,                 0.9454,                0.60283,                 1.5862,                0.71868,                 1.4555,              0.0012808,              0.0012808,              0.0012808
                    119,                0.98253,                0.66799,                  1.075,                0.98105,                 0.9375,                0.94228,                0.59914,                 1.5837,                0.75029,                 1.4206,              0.0012775,              0.0012775,              0.0012775
                    120,                0.98013,                0.60615,                 1.0858,                0.99074,                0.89638,                0.94162,                0.58872,                 1.4717,                0.76098,                 1.4284,              0.0012742,              0.0012742,              0.0012742
                    121,                0.95224,                0.61842,                 1.0861,                0.96203,                 0.9375,                0.94649,                0.58981,                 1.5845,                0.80038,                 1.4302,              0.0012709,              0.0012709,              0.0012709
                    122,                 1.0246,                0.59749,                 1.1096,                0.96589,                 0.9327,                0.94253,                0.61028,                 1.5424,                0.77985,                 1.3538,              0.0012676,              0.0012676,              0.0012676
                    123,                0.96971,                0.62435,                 1.0817,                0.99212,                0.90182,                0.93637,                 0.5745,                 1.6722,                0.82339,                 1.5186,              0.0012643,              0.0012643,              0.0012643
                    124,                0.98214,                 0.6811,                 1.0458,                0.97416,                0.93268,                0.93704,                0.54912,                 1.6527,                0.78962,                 1.5044,               0.001261,               0.001261,               0.001261
                    125,                 1.0258,                0.64731,                 1.0762,                0.99047,                 0.9375,                0.93897,                0.56779,                 1.7459,                0.79287,                 1.6143,              0.0012577,              0.0012577,              0.0012577
                    126,                0.93938,                0.57264,                 1.0429,                0.98526,                 0.9375,                0.93912,                0.55227,                 1.7178,                0.84908,                 1.5135,              0.0012544,              0.0012544,              0.0012544
                    127,                0.95218,                0.67824,                 1.0081,                0.98122,                 0.9375,                0.93897,                0.58201,                 1.5587,                0.71644,                 1.4164,              0.0012511,              0.0012511,              0.0012511
                    128,                 0.9614,                0.61262,                 1.0658,                0.98784,                 0.9375,                 0.9378,                0.61489,                 1.3508,                0.76508,                 1.3252,              0.0012478,              0.0012478,              0.0012478
                    129,                0.97102,                0.60661,                 1.0587,                0.99175,                 0.9375,                 0.9368,                0.61798,                   1.46,                0.77478,                 1.3874,              0.0012445,              0.0012445,              0.0012445
                    130,                0.88881,                0.58333,                 1.0615,                0.98477,                 0.9375,                0.93799,                0.60987,                 1.5156,                0.70897,                 1.4173,              0.0012412,              0.0012412,              0.0012412
                    131,                 1.0535,                0.69595,                 1.1188,                0.98659,                 0.9375,                0.93937,                0.61261,                 1.5242,                0.72805,                  1.478,              0.0012379,              0.0012379,              0.0012379
                    132,                 1.0021,                0.58694,                 1.0775,                0.98487,                 0.9375,                0.93937,                0.59741,                 1.4645,                 0.6912,                  1.351,              0.0012346,              0.0012346,              0.0012346
                    133,                0.97262,                0.62183,                  1.073,                 0.9822,                  0.875,                 0.9337,                0.55934,                 1.4943,                0.84563,                 1.4323,              0.0012313,              0.0012313,              0.0012313
                    134,                0.94103,                0.57303,                 1.0959,                 0.9917,                 0.9375,                0.93852,                0.57538,                 1.4646,                0.72847,                 1.4154,               0.001228,               0.001228,               0.001228
                    135,                 0.9233,                0.67188,                 1.0392,                0.96513,                0.93339,                 0.9434,                0.59477,                 1.4893,                0.77441,                 1.3677,              0.0012247,              0.0012247,              0.0012247
                    136,                 1.0215,                0.66681,                 1.0578,                0.98241,                 0.9375,                0.93593,                0.54588,                 1.5341,                0.75348,                 1.5659,              0.0012214,              0.0012214,              0.0012214
                    137,                0.96328,                0.62618,                 1.0665,                0.97598,                0.93186,                0.93558,                0.56706,                 1.5636,                 0.8806,                 1.4099,              0.0012181,              0.0012181,              0.0012181
                    138,                 1.0054,                0.62775,                 1.1253,                0.95628,                0.93275,                0.93675,                0.57792,                 1.6176,                0.82394,                 1.4367,              0.0012148,              0.0012148,              0.0012148
                    139,                  1.011,                0.62152,                 1.0732,                0.95731,                0.93237,                0.94228,                0.58533,                 1.6418,                0.83522,                 1.5214,              0.0012115,              0.0012115,              0.0012115
                    140,                0.97023,                0.62259,                 1.0864,                0.98591,                 0.9375,                0.93803,                0.56602,                 1.5289,                0.72675,                 1.4955,              0.0012082,              0.0012082,              0.0012082
                    141,                0.97949,                0.64959,                 1.1011,                0.93708,                 0.9375,                0.93847,                0.51679,                 1.6525,                0.81792,                 1.6281,              0.0012049,              0.0012049,              0.0012049
                    142,                0.88723,                0.72463,                 1.0246,                0.98528,                 0.9375,                 0.9402,                0.55557,                 1.6487,                0.77509,                 1.5558,              0.0012016,              0.0012016,              0.0012016
                    143,                0.89273,                0.61195,                 1.0536,                0.92027,                0.92446,                 0.9434,                0.53668,                  1.781,                0.85925,                 1.5982,              0.0011983,              0.0011983,              0.0011983
                    144,                0.90711,                0.61532,                 1.0418,                0.98862,                 0.9375,                0.94865,                0.56912,                 1.6216,                0.73345,                 1.4772,               0.001195,               0.001195,               0.001195
                    145,                0.88234,                0.54493,                 1.0334,                0.97792,                0.93593,                0.93682,                0.55465,                 1.6603,                0.73067,                 1.5245,              0.0011917,              0.0011917,              0.0011917
                    146,                0.87449,                0.57038,                 1.0427,                0.98781,                 0.9375,                0.93965,                0.58299,                 1.4818,                0.62684,                 1.4176,              0.0011884,              0.0011884,              0.0011884
                    147,                0.92218,                0.55252,                 1.0278,                 0.9947,                0.89096,                 0.9434,                0.55817,                 1.6254,                 0.6981,                 1.5579,              0.0011851,              0.0011851,              0.0011851
                    148,                0.89522,                0.54168,                 1.0459,                0.99473,                0.88809,                0.94205,                0.55642,                 1.6469,                0.72146,                 1.4884,              0.0011818,              0.0011818,              0.0011818
                    149,                0.97802,                0.64869,                 1.0928,                0.97726,                 0.9358,                 0.9428,                0.56961,                 1.6669,                 0.7182,                 1.5421,              0.0011785,              0.0011785,              0.0011785
                    150,                0.99097,                0.65479,                  1.076,                0.99162,                 0.9375,                0.93799,                0.54779,                 1.6511,                0.73978,                 1.5799,              0.0011752,              0.0011752,              0.0011752
                    151,                0.88268,                0.54203,                 1.0522,                0.99057,                 0.9375,                 0.9402,                0.58609,                 1.5106,                0.65266,                  1.421,              0.0011719,              0.0011719,              0.0011719
                    152,                0.99272,                0.65471,                 1.0813,                0.98803,                 0.9375,                0.93763,                 0.5821,                  1.567,                0.68164,                 1.4534,              0.0011686,              0.0011686,              0.0011686
                    153,                0.91592,                0.61125,                 1.0795,                0.97822,                0.93525,                0.94162,                0.58938,                 1.5721,                0.71815,                 1.4967,              0.0011653,              0.0011653,              0.0011653
