                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                0.79385,                 4.1449,                0.95402,                0.00333,                      1,                  0.995,                  0.398,                 1.9129,                 6.9105,                 1.4887,              0.0003657,              0.0003657,              0.0003657
                     21,                0.86748,                 3.6268,                0.99714,                0.00333,                      1,                  0.995,                  0.398,                   1.82,                 7.6202,                 1.4793,             0.00038416,             0.00038416,             0.00038416
                     22,                0.79339,                 3.1031,                 0.9096,                0.00333,                      1,                  0.995,                  0.398,                   1.82,                 7.6202,                 1.4793,             0.00040254,             0.00040254,             0.00040254
                     23,                0.84128,                 4.1021,                  1.009,                0.00333,                      1,                  0.995,                  0.398,                 1.9096,                 7.1047,                 1.4106,             0.00042083,             0.00042083,             0.00042083
                     24,                0.60803,                 4.8865,                0.96703,                0.00333,                      1,                  0.995,                  0.398,                 1.9096,                 7.1047,                 1.4106,             0.00043905,             0.00043905,             0.00043905
                     25,                0.88816,                 3.3676,                0.90543,                0.00333,                      1,                  0.995,                 0.4975,                 1.7943,                 7.0359,                 1.3312,             0.00045719,             0.00045719,             0.00045719
                     26,                0.87401,                 4.8316,                0.98255,                0.00333,                      1,                  0.995,                 0.4975,                 1.7943,                 7.0359,                 1.3312,             0.00047525,             0.00047525,             0.00047525
                     27,                0.69651,                  3.706,                0.95546,                0.00333,                      1,                  0.995,                 0.4975,                 1.8602,                 7.2186,                 1.3446,             0.00049323,             0.00049323,             0.00049323
                     28,                0.74076,                  4.419,                0.93836,                0.00333,                      1,                  0.995,                 0.4975,                 1.8602,                 7.2186,                 1.3446,             0.00051113,             0.00051113,             0.00051113
                     29,                0.78105,                 5.3773,                0.99487,                0.00333,                      1,                  0.995,                 0.4975,                 1.7928,                 7.1531,                  1.355,             0.00052895,             0.00052895,             0.00052895
                     30,                0.79553,                 5.1461,                 1.0364,                0.00333,                      1,                  0.995,                 0.4975,                 1.7928,                 7.1531,                  1.355,              0.0005467,              0.0005467,              0.0005467
                     31,                0.87851,                  5.163,                0.92495,                0.00333,                      1,                  0.995,                 0.4975,                 1.7926,                 7.2063,                 1.3906,             0.00056436,             0.00056436,             0.00056436
                     32,                0.88599,                 3.7628,                0.95051,                0.00333,                      1,                  0.995,                 0.4975,                 1.7926,                 7.2063,                 1.3906,             0.00058194,             0.00058194,             0.00058194
                     33,                 1.0196,                 5.8432,                 1.1253,                0.00333,                      1,                  0.995,                  0.398,                 1.6189,                 7.7544,                  1.634,             0.00059945,             0.00059945,             0.00059945
                     34,                0.89134,                 4.6573,                  1.066,                0.00333,                      1,                  0.995,                  0.398,                 1.6189,                 7.7544,                  1.634,             0.00061688,             0.00061688,             0.00061688
                     35,                0.89757,                 3.2951,                 1.0472,                0.00333,                      1,                  0.995,                 0.4975,                 1.4925,                 6.9641,                 1.5125,             0.00063422,             0.00063422,             0.00063422
                     36,                0.88116,                 4.7628,                 1.0666,                0.00333,                      1,                  0.995,                 0.4975,                 1.4925,                 6.9641,                 1.5125,             0.00065149,             0.00065149,             0.00065149
                     37,                 1.0872,                 5.2287,                 1.1028,                0.00333,                      1,                  0.995,                  0.398,                 1.3724,                 7.9773,                 1.5828,             0.00066868,             0.00066868,             0.00066868
                     38,                0.91914,                 5.9544,                 1.1136,                0.00333,                      1,                  0.995,                  0.398,                 1.3724,                 7.9773,                 1.5828,             0.00068579,             0.00068579,             0.00068579
                     39,                0.81634,                 4.7376,                 1.0257,                0.00333,                      1,                  0.995,                  0.398,                 1.2718,                 8.0637,                 1.4715,             0.00070282,             0.00070282,             0.00070282
                     40,                0.84195,                 3.9592,                 1.0317,                0.00333,                      1,                  0.995,                  0.398,                 1.2718,                 8.0637,                 1.4715,             0.00071977,             0.00071977,             0.00071977
                     41,                0.91187,                 4.1864,                0.91868,                0.00333,                      1,                  0.995,                 0.4975,                 1.4155,                  8.158,                 1.1656,             0.00073664,             0.00073664,             0.00073664
                     42,                0.91265,                 2.9505,                0.99911,                0.00333,                      1,                  0.995,                 0.4975,                 1.4155,                  8.158,                 1.1656,             0.00075343,             0.00075343,             0.00075343
                     43,                0.95179,                 3.5963,                 1.0221,                0.00333,                      1,                  0.995,                  0.597,                 1.3013,                 6.8625,                  1.116,             0.00077015,             0.00077015,             0.00077015
                     44,                0.82542,                      3,                0.94995,                0.00333,                      1,                  0.995,                  0.597,                 1.3013,                 6.8625,                  1.116,             0.00078678,             0.00078678,             0.00078678
                     45,                0.73949,                 5.1632,                 1.0655,                0.00333,                      1,                  0.995,                  0.597,                 1.3723,                 7.4061,                  1.191,             0.00080333,             0.00080333,             0.00080333
                     46,                0.87134,                 3.9225,                0.94095,                0.00333,                      1,                  0.995,                  0.597,                 1.3723,                 7.4061,                  1.191,             0.00081981,             0.00081981,             0.00081981
                     47,                0.97979,                 4.2796,                0.94459,                0.00333,                      1,                  0.995,                 0.4975,                   1.58,                  7.323,                 1.3817,             0.00083621,             0.00083621,             0.00083621
                     48,                0.74494,                 4.5031,                0.90614,                0.00333,                      1,                  0.995,                 0.4975,                   1.58,                  7.323,                 1.3817,             0.00085252,             0.00085252,             0.00085252
                     49,                 1.2035,                 5.7284,                 1.5438,                0.00333,                      1,                  0.995,                  0.597,                 1.5603,                 6.8004,                 1.4598,             0.00086876,             0.00086876,             0.00086876
                     50,                0.87651,                 4.4272,                0.91121,                0.00333,                      1,                  0.995,                  0.597,                 1.5603,                 6.8004,                 1.4598,             0.00088492,             0.00088492,             0.00088492
                     51,                0.62466,                 9.5279,                0.83099,                0.00333,                      1,                  0.995,                 0.4975,                 1.8216,                 6.8629,                 2.0266,               0.000901,               0.000901,               0.000901
                     52,                 0.8522,                 3.6696,                 1.1383,                0.00333,                      1,                  0.995,                 0.4975,                 1.8216,                 6.8629,                 2.0266,               0.000917,               0.000917,               0.000917
                     53,                0.74211,                 4.2525,                 1.0448,                0.00333,                      1,                  0.995,                 0.4975,                 1.8216,                 6.8629,                 2.0266,             0.00093292,             0.00093292,             0.00093292
                     54,                0.95178,                 4.3521,                 1.1024,                0.00333,                      1,                  0.995,                 0.4975,                 1.8358,                 7.2205,                 2.5006,             0.00094876,             0.00094876,             0.00094876
                     55,                0.92691,                 4.6481,                 1.0649,                0.00333,                      1,                  0.995,                 0.4975,                 1.8358,                 7.2205,                 2.5006,             0.00096453,             0.00096453,             0.00096453
                     56,                 1.0618,                 3.4775,                 1.0964,                0.00333,                      1,                  0.995,                 0.4975,                 1.8358,                 7.2205,                 2.5006,             0.00098021,             0.00098021,             0.00098021
                     57,                0.80123,                 4.0668,                0.94501,                0.00333,                      1,                  0.995,                 0.4975,                 1.9648,                 8.4396,                 2.6212,             0.00099581,             0.00099581,             0.00099581
                     58,                0.91565,                 3.0836,                 1.0993,                0.00333,                      1,                  0.995,                 0.4975,                 1.9648,                 8.4396,                 2.6212,              0.0010113,              0.0010113,              0.0010113
                     59,                0.63928,                 4.4383,                0.89567,                0.00333,                      1,                  0.995,                 0.4975,                 1.9648,                 8.4396,                 2.6212,              0.0010268,              0.0010268,              0.0010268
                     60,                0.85008,                 3.9664,                 1.0204,                0.00333,                      1,                  0.995,                 0.4975,                 1.8155,                 7.0167,                 2.3525,              0.0010422,              0.0010422,              0.0010422
                     61,                 0.9746,                 3.7489,                  1.081,                0.00333,                      1,                  0.995,                 0.4975,                 1.8155,                 7.0167,                 2.3525,              0.0010574,              0.0010574,              0.0010574
                     62,                0.79671,                 4.5362,                  1.083,                0.00333,                      1,                  0.995,                 0.4975,                 1.8155,                 7.0167,                 2.3525,              0.0010726,              0.0010726,              0.0010726
                     63,                0.87874,                 4.0425,                 1.2289,                0.00333,                      1,                  0.995,                 0.4975,                 1.9322,                 7.0832,                 2.3226,              0.0010878,              0.0010878,              0.0010878
                     64,                0.60807,                 2.7195,                0.87171,                0.00333,                      1,                  0.995,                 0.4975,                 1.9322,                 7.0832,                 2.3226,              0.0011028,              0.0011028,              0.0011028
                     65,                0.85619,                 3.9655,                 1.0137,                0.00333,                      1,                  0.995,                 0.4975,                 1.9322,                 7.0832,                 2.3226,              0.0011178,              0.0011178,              0.0011178
                     66,                0.78021,                 3.6564,                0.98302,                0.00333,                      1,                  0.995,                  0.597,                 1.7982,                 7.0713,                 2.0004,              0.0011327,              0.0011327,              0.0011327
                     67,                0.81231,                  5.524,                 1.1382,                0.00333,                      1,                  0.995,                  0.597,                 1.7982,                 7.0713,                 2.0004,              0.0011475,              0.0011475,              0.0011475
                     68,                0.84059,                 3.1629,                 1.0701,                0.00333,                      1,                  0.995,                  0.597,                 1.7982,                 7.0713,                 2.0004,              0.0011622,              0.0011622,              0.0011622
                     69,                0.63525,                 2.8015,                 0.8293,                0.00333,                      1,                  0.995,                  0.597,                 1.7338,                 5.7968,                 2.0436,              0.0011769,              0.0011769,              0.0011769
                     70,                0.71103,                 3.5174,                0.98108,                0.00333,                      1,                  0.995,                  0.597,                 1.7338,                 5.7968,                 2.0436,              0.0011915,              0.0011915,              0.0011915
                     71,                0.89949,                  5.109,                 1.4095,                0.00333,                      1,                  0.995,                  0.597,                 1.7338,                 5.7968,                 2.0436,               0.001206,               0.001206,               0.001206
                     72,                0.95445,                  6.642,                 1.0561,                0.00333,                      1,                  0.995,                  0.597,                 1.8179,                 6.0308,                 1.8051,              0.0012204,              0.0012204,              0.0012204
                     73,                0.81437,                 3.2108,                 1.0545,                0.00333,                      1,                  0.995,                  0.597,                 1.8179,                 6.0308,                 1.8051,              0.0012347,              0.0012347,              0.0012347
                     74,                0.59169,                  4.298,                 1.0239,                0.00333,                      1,                  0.995,                  0.597,                 1.8179,                 6.0308,                 1.8051,               0.001249,               0.001249,               0.001249
                     75,                0.70246,                 4.0417,                 1.1093,                 0.7868,                      1,                  0.995,                 0.4975,                 1.9818,                  5.652,                 2.2881,              0.0012632,              0.0012632,              0.0012632
                     76,                0.73095,                 3.1227,                 1.0783,                 0.7868,                      1,                  0.995,                 0.4975,                 1.9818,                  5.652,                 2.2881,              0.0012773,              0.0012773,              0.0012773
                     77,                0.86622,                 3.2247,                 1.0788,                 0.7868,                      1,                  0.995,                 0.4975,                 1.9818,                  5.652,                 2.2881,              0.0012913,              0.0012913,              0.0012913
                     78,                0.77635,                 2.6321,                0.92537,                 0.7942,                      1,                  0.995,                 0.4975,                 1.9615,                 4.9856,                 2.4817,              0.0013052,              0.0013052,              0.0013052
                     79,                0.75885,                 2.2945,                0.96087,                 0.7942,                      1,                  0.995,                 0.4975,                 1.9615,                 4.9856,                 2.4817,              0.0013191,              0.0013191,              0.0013191
                     80,                 0.6404,                 2.8973,                 1.0443,                 0.7942,                      1,                  0.995,                 0.4975,                 1.9615,                 4.9856,                 2.4817,              0.0013329,              0.0013329,              0.0013329
                     81,                0.78342,                 3.1707,                0.99892,                0.00333,                      1,                  0.995,                  0.597,                 1.6808,                 5.6453,                 1.9746,              0.0013466,              0.0013466,              0.0013466
                     82,                0.75987,                 3.3476,                 1.0429,                0.00333,                      1,                  0.995,                  0.597,                 1.6808,                 5.6453,                 1.9746,              0.0013602,              0.0013602,              0.0013602
                     83,                0.74445,                 4.1198,                0.95656,                0.00333,                      1,                  0.995,                  0.597,                 1.6808,                 5.6453,                 1.9746,              0.0013737,              0.0013737,              0.0013737
                     84,                0.77967,                 3.4828,                0.87564,                0.00333,                      1,                  0.995,                  0.597,                 1.4311,                 5.7556,                 1.6956,              0.0013872,              0.0013872,              0.0013872
                     85,                0.78414,                 2.2453,                0.94978,                0.00333,                      1,                  0.995,                  0.597,                 1.4311,                 5.7556,                 1.6956,              0.0014006,              0.0014006,              0.0014006
                     86,                0.55026,                 4.1949,                0.88736,                0.00333,                      1,                  0.995,                  0.597,                 1.4311,                 5.7556,                 1.6956,              0.0014139,              0.0014139,              0.0014139
                     87,                0.86079,                 2.8701,                 1.0198,                0.00333,                      1,                  0.995,                  0.597,                 1.4311,                 5.7556,                 1.6956,              0.0014271,              0.0014271,              0.0014271
                     88,                0.79837,                 2.5113,                  1.013,                0.88877,                      1,                  0.995,                  0.597,                 1.7761,                 5.3239,                 1.9041,              0.0014403,              0.0014403,              0.0014403
                     89,                0.90789,                 2.6288,                 0.9864,                0.88877,                      1,                  0.995,                  0.597,                 1.7761,                 5.3239,                 1.9041,              0.0014533,              0.0014533,              0.0014533
                     90,                0.85065,                 2.2154,                 1.0896,                0.88877,                      1,                  0.995,                  0.597,                 1.7761,                 5.3239,                 1.9041,              0.0014663,              0.0014663,              0.0014663
                     91,                0.69911,                 2.7418,                 1.0216,                0.88877,                      1,                  0.995,                  0.597,                 1.7761,                 5.3239,                 1.9041,              0.0014792,              0.0014792,              0.0014792
                     92,                0.76429,                 2.8226,                 1.0264,                0.94095,                      1,                  0.995,                 0.4975,                 2.1244,                 4.7346,                 2.6769,              0.0014921,              0.0014921,              0.0014921
                     93,                0.84406,                 2.1636,                0.87397,                0.94095,                      1,                  0.995,                 0.4975,                 2.1244,                 4.7346,                 2.6769,              0.0015048,              0.0015048,              0.0015048
                     94,                0.83863,                 2.2399,                0.93065,                0.94095,                      1,                  0.995,                 0.4975,                 2.1244,                 4.7346,                 2.6769,              0.0015175,              0.0015175,              0.0015175
                     95,                 0.7765,                 4.1398,                 1.0823,                0.94095,                      1,                  0.995,                 0.4975,                 2.1244,                 4.7346,                 2.6769,              0.0015301,              0.0015301,              0.0015301
                     96,                0.75422,                 2.8112,                 1.0544,                0.96877,                      1,                  0.995,                  0.597,                 1.9347,                 3.9582,                  2.534,              0.0015426,              0.0015426,              0.0015426
                     97,                0.79408,                 2.0259,                0.99838,                0.96877,                      1,                  0.995,                  0.597,                 1.9347,                 3.9582,                  2.534,               0.001555,               0.001555,               0.001555
                     98,                0.83233,                 3.1901,                 1.1663,                0.96877,                      1,                  0.995,                  0.597,                 1.9347,                 3.9582,                  2.534,              0.0015674,              0.0015674,              0.0015674
                     99,                0.89758,                 3.5253,                 1.0018,                0.96877,                      1,                  0.995,                  0.597,                 1.9347,                 3.9582,                  2.534,              0.0015797,              0.0015797,              0.0015797
                    100,                0.79775,                 2.3059,                 1.0992,                0.96816,                      1,                  0.995,                  0.597,                 1.8175,                 4.0409,                 1.9629,              0.0015919,              0.0015919,              0.0015919
                    101,                 0.7987,                 2.6304,                 1.0657,                0.96816,                      1,                  0.995,                  0.597,                 1.8175,                 4.0409,                 1.9629,               0.001604,               0.001604,               0.001604
                    102,                0.73646,                 2.5943,                0.98039,                0.96816,                      1,                  0.995,                  0.597,                 1.8175,                 4.0409,                 1.9629,                 0.0016,                 0.0016,                 0.0016
                    103,                0.83068,                 3.5771,                0.95892,                0.96816,                      1,                  0.995,                  0.597,                 1.8175,                 4.0409,                 1.9629,              0.0015961,              0.0015961,              0.0015961
                    104,                0.74655,                 2.1742,                0.95684,                0.95177,                      1,                  0.995,                  0.597,                 1.8897,                 4.0649,                 1.9744,              0.0015921,              0.0015921,              0.0015921
                    105,                0.82998,                 2.9986,                 1.1044,                0.95177,                      1,                  0.995,                  0.597,                 1.8897,                 4.0649,                 1.9744,              0.0015882,              0.0015882,              0.0015882
                    106,                 0.7634,                 3.2588,                 1.1867,                0.95177,                      1,                  0.995,                  0.597,                 1.8897,                 4.0649,                 1.9744,              0.0015842,              0.0015842,              0.0015842
                    107,                0.75324,                 2.9775,                 1.0139,                0.95177,                      1,                  0.995,                  0.597,                 1.8897,                 4.0649,                 1.9744,              0.0015802,              0.0015802,              0.0015802
                    108,                0.92516,                 2.5947,                 1.1911,                0.94257,                      1,                  0.995,                  0.597,                 1.6854,                 3.9872,                 1.5837,              0.0015763,              0.0015763,              0.0015763
                    109,                0.72328,                 3.5183,                 1.0059,                0.94257,                      1,                  0.995,                  0.597,                 1.6854,                 3.9872,                 1.5837,              0.0015723,              0.0015723,              0.0015723
                    110,                0.78899,                  2.029,                0.97439,                0.94257,                      1,                  0.995,                  0.597,                 1.6854,                 3.9872,                 1.5837,              0.0015684,              0.0015684,              0.0015684
                    111,                0.72045,                 3.2845,                0.89204,                0.94257,                      1,                  0.995,                  0.597,                 1.6854,                 3.9872,                 1.5837,              0.0015644,              0.0015644,              0.0015644
                    112,                0.81629,                 2.8746,                0.93028,                0.94902,                      1,                  0.995,                  0.796,                 1.3112,                 3.6178,                 1.4133,              0.0015604,              0.0015604,              0.0015604
                    113,                0.67353,                  2.476,                 1.0586,                0.94902,                      1,                  0.995,                  0.796,                 1.3112,                 3.6178,                 1.4133,              0.0015565,              0.0015565,              0.0015565
                    114,                0.68504,                 2.1215,                0.94599,                0.94902,                      1,                  0.995,                  0.796,                 1.3112,                 3.6178,                 1.4133,              0.0015525,              0.0015525,              0.0015525
                    115,                0.80578,                 1.9029,                0.91662,                0.94902,                      1,                  0.995,                  0.796,                 1.3112,                 3.6178,                 1.4133,              0.0015486,              0.0015486,              0.0015486
                    116,                0.71417,                 2.9651,                0.92709,                0.96098,                      1,                  0.995,                  0.796,                 1.4357,                 3.1524,                 1.4869,              0.0015446,              0.0015446,              0.0015446
                    117,                0.66788,                 2.3843,                0.86067,                0.96098,                      1,                  0.995,                  0.796,                 1.4357,                 3.1524,                 1.4869,              0.0015406,              0.0015406,              0.0015406
                    118,                0.77018,                 2.9348,                  1.137,                0.96098,                      1,                  0.995,                  0.796,                 1.4357,                 3.1524,                 1.4869,              0.0015367,              0.0015367,              0.0015367
                    119,                0.71428,                 1.9365,                0.97573,                0.96098,                      1,                  0.995,                  0.796,                 1.4357,                 3.1524,                 1.4869,              0.0015327,              0.0015327,              0.0015327
                    120,                0.67423,                 2.5194,                0.99638,                0.96212,                      1,                  0.995,                  0.597,                  1.698,                 2.7365,                 1.5921,              0.0015288,              0.0015288,              0.0015288
                    121,                0.69758,                 1.8885,                 0.8269,                0.96212,                      1,                  0.995,                  0.597,                  1.698,                 2.7365,                 1.5921,              0.0015248,              0.0015248,              0.0015248
                    122,                0.65512,                 2.1509,                0.92308,                0.96212,                      1,                  0.995,                  0.597,                  1.698,                 2.7365,                 1.5921,              0.0015208,              0.0015208,              0.0015208
                    123,                0.71044,                 2.2033,                 1.0096,                0.96212,                      1,                  0.995,                  0.597,                  1.698,                 2.7365,                 1.5921,              0.0015169,              0.0015169,              0.0015169
                    124,                0.65582,                 3.0168,                 1.0296,                0.97304,                      1,                  0.995,                 0.4975,                 2.0358,                 2.0888,                 2.3349,              0.0015129,              0.0015129,              0.0015129
                    125,                0.85676,                  1.897,                 0.9355,                0.97304,                      1,                  0.995,                 0.4975,                 2.0358,                 2.0888,                 2.3349,               0.001509,               0.001509,               0.001509
                    126,                0.61846,                 2.3385,                0.88486,                0.97304,                      1,                  0.995,                 0.4975,                 2.0358,                 2.0888,                 2.3349,               0.001505,               0.001505,               0.001505
                    127,                0.66436,                 2.2612,                 0.9841,                0.97304,                      1,                  0.995,                 0.4975,                 2.0358,                 2.0888,                 2.3349,               0.001501,               0.001501,               0.001501
                    128,                0.63312,                 2.0681,                0.96715,                0.97384,                      1,                  0.995,                 0.4975,                 1.9508,                 1.9463,                 2.2859,              0.0014971,              0.0014971,              0.0014971
                    129,                0.71985,                 1.9035,                0.85619,                0.97384,                      1,                  0.995,                 0.4975,                 1.9508,                 1.9463,                 2.2859,              0.0014931,              0.0014931,              0.0014931
                    130,                0.69132,                 2.2177,                0.79244,                0.97384,                      1,                  0.995,                 0.4975,                 1.9508,                 1.9463,                 2.2859,              0.0014892,              0.0014892,              0.0014892
                    131,                0.72177,                 1.7409,                0.98598,                0.97384,                      1,                  0.995,                 0.4975,                 1.9508,                 1.9463,                 2.2859,              0.0014852,              0.0014852,              0.0014852
                    132,                0.77652,                 2.3461,                 1.1091,                0.97366,                      1,                  0.995,                 0.4975,                  2.005,                 1.9481,                 2.3259,              0.0014812,              0.0014812,              0.0014812
                    133,                 1.0199,                 2.6614,                 1.3021,                0.97366,                      1,                  0.995,                 0.4975,                  2.005,                 1.9481,                 2.3259,              0.0014773,              0.0014773,              0.0014773
                    134,                0.60092,                 2.0666,                0.97342,                0.97366,                      1,                  0.995,                 0.4975,                  2.005,                 1.9481,                 2.3259,              0.0014733,              0.0014733,              0.0014733
                    135,                0.68952,                 2.4087,                 1.0447,                0.97366,                      1,                  0.995,                 0.4975,                  2.005,                 1.9481,                 2.3259,              0.0014694,              0.0014694,              0.0014694
                    136,                0.67084,                 1.7714,                0.95131,                0.97116,                      1,                  0.995,                  0.597,                 1.7209,                 1.8377,                 1.8078,              0.0014654,              0.0014654,              0.0014654
                    137,                0.70213,                 2.0491,                0.92113,                0.97116,                      1,                  0.995,                  0.597,                 1.7209,                 1.8377,                 1.8078,              0.0014614,              0.0014614,              0.0014614
                    138,                0.84097,                 2.2312,                  1.035,                0.97116,                      1,                  0.995,                  0.597,                 1.7209,                 1.8377,                 1.8078,              0.0014575,              0.0014575,              0.0014575
                    139,                0.83576,                 3.2903,                 1.2276,                0.97116,                      1,                  0.995,                  0.597,                 1.7209,                 1.8377,                 1.8078,              0.0014535,              0.0014535,              0.0014535
                    140,                0.60164,                 2.4253,                 1.0162,                 0.9717,                      1,                  0.995,                 0.6965,                 1.5921,                 1.9353,                 1.6303,              0.0014496,              0.0014496,              0.0014496
                    141,                0.69293,                 2.0227,                0.88046,                 0.9717,                      1,                  0.995,                 0.6965,                 1.5921,                 1.9353,                 1.6303,              0.0014456,              0.0014456,              0.0014456
                    142,                0.61302,                 2.3231,                 1.0491,                 0.9717,                      1,                  0.995,                 0.6965,                 1.5921,                 1.9353,                 1.6303,              0.0014416,              0.0014416,              0.0014416
                    143,                0.72621,                 1.9357,                0.94545,                 0.9717,                      1,                  0.995,                 0.6965,                 1.5921,                 1.9353,                 1.6303,              0.0014377,              0.0014377,              0.0014377
                    144,                0.88211,                 2.3786,                 1.0425,                0.97312,                      1,                  0.995,                  0.796,                 1.1923,                 1.6951,                 1.2657,              0.0014337,              0.0014337,              0.0014337
                    145,                0.63413,                 1.9142,                0.96836,                0.97312,                      1,                  0.995,                  0.796,                 1.1923,                 1.6951,                 1.2657,              0.0014298,              0.0014298,              0.0014298
                    146,                0.90521,                 2.3948,                 1.2151,                0.97312,                      1,                  0.995,                  0.796,                 1.1923,                 1.6951,                 1.2657,              0.0014258,              0.0014258,              0.0014258
                    147,                0.59588,                 1.7485,                0.95048,                0.97312,                      1,                  0.995,                  0.796,                 1.1923,                 1.6951,                 1.2657,              0.0014218,              0.0014218,              0.0014218
                    148,                0.70456,                 1.9548,                0.90756,                0.97337,                      1,                  0.995,                  0.796,                 1.0573,                 1.6239,                 1.3036,              0.0014179,              0.0014179,              0.0014179
                    149,                0.57432,                 1.7592,                0.91441,                0.97337,                      1,                  0.995,                  0.796,                 1.0573,                 1.6239,                 1.3036,              0.0014139,              0.0014139,              0.0014139
                    150,                0.70269,                 2.0784,                0.99058,                0.97337,                      1,                  0.995,                  0.796,                 1.0573,                 1.6239,                 1.3036,                0.00141,                0.00141,                0.00141
                    151,                 0.8104,                 1.9402,                0.95207,                0.97337,                      1,                  0.995,                  0.796,                 1.0573,                 1.6239,                 1.3036,               0.001406,               0.001406,               0.001406
                    152,                0.72159,                 2.2148,                0.94919,                0.97155,                      1,                  0.995,                  0.796,                 1.2355,                 1.8824,                 1.3454,               0.001402,               0.001402,               0.001402
                    153,                0.64178,                 2.5244,                 0.9103,                0.97155,                      1,                  0.995,                  0.796,                 1.2355,                 1.8824,                 1.3454,              0.0013981,              0.0013981,              0.0013981
                    154,                0.65275,                 1.4855,                0.96599,                0.97155,                      1,                  0.995,                  0.796,                 1.2355,                 1.8824,                 1.3454,              0.0013941,              0.0013941,              0.0013941
                    155,                0.61367,                 1.6806,                0.93157,                0.97155,                      1,                  0.995,                  0.796,                 1.2355,                 1.8824,                 1.3454,              0.0013902,              0.0013902,              0.0013902
                    156,                0.82391,                 1.7721,                0.89831,                0.96865,                      1,                  0.995,                 0.6965,                  1.421,                  2.017,                 1.4693,              0.0013862,              0.0013862,              0.0013862
                    157,                 0.6158,                 1.6573,                0.90472,                0.96865,                      1,                  0.995,                 0.6965,                  1.421,                  2.017,                 1.4693,              0.0013822,              0.0013822,              0.0013822
