                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                 1.5195,                 1.8929,                 1.3545,                0.94361,                  0.875,                0.91561,                0.57022,                 1.2392,                 1.9597,                 1.2673,              0.0016241,              0.0016241,              0.0016241
                     15,                 1.5584,                 1.9746,                 1.4204,                0.91597,                0.87918,                0.93505,                0.58273,                 1.4909,                 1.7731,                 1.4509,              0.0016208,              0.0016208,              0.0016208
                     16,                 1.4232,                 1.5957,                 1.2909,                0.96479,                   0.75,                  0.843,                0.50256,                 1.5233,                 1.8589,                 1.4044,              0.0016175,              0.0016175,              0.0016175
                     17,                 1.4246,                 1.5488,                 1.3539,                0.93809,                 0.9375,                0.93504,                0.64445,                 1.3198,                 1.8302,                 1.3495,              0.0016142,              0.0016142,              0.0016142
                     18,                 1.5146,                 1.6113,                   1.32,                0.92012,                 0.9375,                 0.8896,                   0.51,                 1.4571,                 1.8853,                 1.4074,              0.0016109,              0.0016109,              0.0016109
                     19,                 1.4481,                 1.4468,                 1.3333,                0.93375,                0.86368,                0.92761,                0.58125,                 1.4983,                  1.335,                 1.3907,              0.0016076,              0.0016076,              0.0016076
                     20,                 1.2885,                 1.4963,                 1.2324,                0.92011,                 0.9375,                0.93594,                0.47501,                 1.5196,                 1.2709,                 1.4587,              0.0016043,              0.0016043,              0.0016043
                     21,                 1.2901,                  1.294,                 1.2457,                0.96721,                 0.9375,                0.93509,                0.57129,                 1.4257,                 1.6272,                 1.3846,               0.001601,               0.001601,               0.001601
                     22,                 1.4583,                  1.403,                 1.3276,                 0.9685,                 0.9375,                0.93508,                0.57787,                 1.4453,                 1.6028,                 1.4346,              0.0015977,              0.0015977,              0.0015977
                     23,                 1.3718,                 1.2525,                 1.2748,                0.81017,                  0.875,                0.92066,                 0.5696,                  1.545,                  1.253,                 1.4106,              0.0015944,              0.0015944,              0.0015944
                     24,                 1.4171,                 1.1944,                 1.2831,                0.98815,                 0.9375,                0.93535,                0.57429,                 1.4916,                0.81722,                 1.4909,              0.0015911,              0.0015911,              0.0015911
                     25,                 1.3847,                 1.1301,                 1.3002,                0.95461,                0.93484,                0.93538,                0.59057,                 1.3964,                 1.1184,                 1.2956,              0.0015878,              0.0015878,              0.0015878
                     26,                 1.4239,                 1.1702,                 1.3695,                0.98416,                0.90819,                0.93538,                 0.5555,                 1.5576,                0.98365,                 1.4336,              0.0015845,              0.0015845,              0.0015845
                     27,                  1.389,                 1.0642,                 1.2883,                0.94853,                 0.9375,                0.93514,                0.58519,                 1.4507,                0.83341,                 1.4138,              0.0015812,              0.0015812,              0.0015812
                     28,                  1.318,                 1.2108,                 1.2166,                0.91552,                0.92582,                0.93521,                0.51489,                 1.6813,                0.94053,                 1.4804,              0.0015779,              0.0015779,              0.0015779
                     29,                 1.3076,                 1.1135,                 1.2755,                0.95717,                 0.9375,                0.93567,                0.54631,                 1.4732,                0.82392,                 1.4463,              0.0015746,              0.0015746,              0.0015746
                     30,                  1.279,                0.96144,                 1.2156,                0.97896,                 0.9375,                0.93523,                0.52662,                 1.4612,                0.80993,                 1.4943,              0.0015713,              0.0015713,              0.0015713
                     31,                 1.3629,                 1.0676,                 1.3515,                0.98768,                0.91262,                0.93568,                0.52084,                 1.4736,                 0.7111,                 1.4754,               0.001568,               0.001568,               0.001568
                     32,                 1.2661,                 1.0397,                 1.1672,                0.88225,                0.79167,                0.78088,                0.47167,                 1.6237,                0.97013,                  1.543,              0.0015647,              0.0015647,              0.0015647
                     33,                 1.4324,                 1.1124,                 1.2821,                0.87144,                0.72599,                0.74649,                0.39301,                 1.7778,                 1.1925,                 1.6544,              0.0015614,              0.0015614,              0.0015614
                     34,                 1.2483,                0.98701,                 1.2118,                0.91768,                0.86256,                0.92092,                0.57937,                 1.5105,                 1.0132,                 1.3755,              0.0015581,              0.0015581,              0.0015581
                     35,                  1.155,                0.96134,                 1.1221,                 0.9531,                0.90238,                  0.945,                0.62891,                  1.412,                0.82232,                 1.3469,              0.0015548,              0.0015548,              0.0015548
                     36,                   1.25,                0.95452,                 1.2126,                 0.9337,                0.87054,                0.94373,                0.64734,                 1.3462,                0.85263,                 1.2697,              0.0015515,              0.0015515,              0.0015515
                     37,                 1.2195,                0.90184,                   1.24,                0.97843,                0.85664,                0.93781,                0.53512,                 1.5466,                0.98438,                 1.4151,              0.0015482,              0.0015482,              0.0015482
                     38,                 1.3524,                0.95655,                 1.2849,                0.98172,                  0.875,                0.90524,                0.51094,                 1.6391,                0.92414,                 1.5384,              0.0015449,              0.0015449,              0.0015449
                     39,                 1.3171,                0.95457,                 1.2274,                0.88327,                0.70833,                0.85464,                0.50037,                 1.6354,                 1.1166,                 1.6334,              0.0015416,              0.0015416,              0.0015416
                     40,                 1.2589,                0.86306,                 1.2292,                   0.88,                0.91286,                0.93535,                0.53125,                 1.6498,                0.81144,                 1.5547,              0.0015383,              0.0015383,              0.0015383
                     41,                 1.1715,                0.86165,                 1.1591,                0.90797,                0.83488,                0.89531,                0.54138,                 1.4852,                 0.7538,                 1.4224,               0.001535,               0.001535,               0.001535
                     42,                 1.1992,                0.82599,                 1.1841,                0.98495,                 0.9375,                0.93553,                0.57837,                  1.551,                0.69154,                 1.4762,              0.0015317,              0.0015317,              0.0015317
                     43,                 1.1585,                 0.7859,                 1.1311,                0.94945,                0.93285,                 0.9409,                0.61935,                 1.4881,                0.66697,                 1.3713,              0.0015284,              0.0015284,              0.0015284
                     44,                 1.4275,                 1.1272,                 1.3234,                0.95773,                  0.875,                0.88799,                 0.5085,                 1.6344,                0.86268,                 1.5555,              0.0015251,              0.0015251,              0.0015251
                     45,                 1.2343,                0.86506,                 1.2829,                0.96412,                0.93254,                0.93565,                0.54568,                 1.5764,                0.73034,                 1.4876,              0.0015218,              0.0015218,              0.0015218
                     46,                 1.1598,                0.81852,                 1.1475,                 0.9502,                 0.9328,                0.93602,                 0.5825,                  1.391,                0.69681,                 1.3487,              0.0015185,              0.0015185,              0.0015185
                     47,                 1.1856,                0.73806,                 1.1555,                0.96241,                0.93444,                0.93601,                0.55993,                 1.3806,                 0.6612,                 1.3207,              0.0015152,              0.0015152,              0.0015152
                     48,                 1.2149,                0.78214,                 1.1672,                0.85965,                  0.875,                0.92775,                0.53501,                 1.4112,                0.84845,                 1.3348,              0.0015119,              0.0015119,              0.0015119
                     49,                 1.0876,                0.76963,                 1.1085,                0.97643,                  0.875,                 0.8809,                 0.5316,                 1.4832,                0.84042,                 1.3846,              0.0015086,              0.0015086,              0.0015086
                     50,                 1.1894,                0.77849,                 1.1735,                0.97509,                  0.875,                0.92913,                0.48494,                  1.669,                0.74255,                 1.5311,              0.0015053,              0.0015053,              0.0015053
                     51,                 1.2494,                0.76732,                 1.2115,                0.97218,                 0.9375,                0.94183,                0.51045,                 1.4867,                0.64584,                 1.4119,               0.001502,               0.001502,               0.001502
                     52,                 1.2667,                 0.7897,                 1.1944,                0.98226,                 0.9375,                0.93955,                0.52193,                 1.6657,                0.64165,                 1.5984,              0.0014987,              0.0014987,              0.0014987
                     53,                  1.179,                0.76942,                 1.1619,                0.98653,                0.93111,                0.93721,                 0.5341,                 1.6445,                0.65417,                 1.5929,              0.0014954,              0.0014954,              0.0014954
                     54,                 1.2404,                0.82124,                 1.2173,                0.98244,                 0.9375,                0.93549,                0.50341,                 1.7437,                0.80499,                 1.6586,              0.0014921,              0.0014921,              0.0014921
                     55,                 1.3046,                0.87044,                 1.2669,                0.98968,                 0.9375,                0.93509,                 0.5661,                 1.4952,                 1.2757,                 1.4931,              0.0014888,              0.0014888,              0.0014888
                     56,                 1.2609,                0.78024,                 1.2256,                0.98172,                0.93558,                0.93607,                0.52256,                 1.5579,                0.64011,                 1.4591,              0.0014855,              0.0014855,              0.0014855
                     57,                 1.2433,                0.75521,                 1.2137,                0.94994,                 0.9375,                0.93836,                0.60187,                 1.2593,                0.58787,                 1.2479,              0.0014822,              0.0014822,              0.0014822
                     58,                 1.1827,                 0.7545,                 1.1943,                0.97724,                 0.9375,                0.93596,                0.48718,                 1.5719,                0.66326,                 1.4741,              0.0014789,              0.0014789,              0.0014789
                     59,                 1.1751,                0.74725,                  1.156,                0.98764,                 0.9375,                0.93763,                0.58225,                 1.4019,                0.61386,                 1.3481,              0.0014756,              0.0014756,              0.0014756
                     60,                 1.1146,                0.75071,                 1.1547,                0.97239,                 0.9375,                0.94046,                0.56016,                 1.5633,                0.65141,                 1.5169,              0.0014723,              0.0014723,              0.0014723
                     61,                 1.1936,                0.77777,                 1.1769,                0.93667,                0.80941,                0.82614,                0.46242,                 1.3808,                  1.327,                 1.3544,               0.001469,               0.001469,               0.001469
                     62,                 1.1533,                0.74208,                 1.1651,                0.94846,                0.81106,                0.87187,                0.52493,                 1.4487,                0.79362,                   1.47,              0.0014657,              0.0014657,              0.0014657
                     63,                  1.191,                0.77183,                 1.1467,                0.98408,                 0.9375,                 0.9389,                0.54798,                 1.4802,                0.59665,                 1.5794,              0.0014624,              0.0014624,              0.0014624
                     64,                 1.2803,                 0.7264,                  1.212,                0.99041,                 0.9375,                0.93607,                 0.6282,                 1.3899,                0.55259,                  1.335,              0.0014591,              0.0014591,              0.0014591
                     65,                 1.1463,                0.69029,                 1.1069,                0.98956,                 0.9375,                0.93654,                0.59052,                 1.3777,                0.56412,                 1.3655,              0.0014558,              0.0014558,              0.0014558
                     66,                 1.1155,                0.70755,                 1.1042,                0.97494,                 0.8125,                0.86261,                0.53512,                 1.4073,                 0.8379,                  1.419,              0.0014525,              0.0014525,              0.0014525
                     67,                 1.1719,                0.75841,                 1.1699,                0.94465,                 0.9326,                0.96026,                0.60719,                 1.3938,                0.64913,                 1.3433,              0.0014492,              0.0014492,              0.0014492
                     68,                 1.0845,                0.65707,                 1.0929,                0.97709,                 0.9375,                0.93985,                0.54836,                 1.4157,                0.58489,                 1.3806,              0.0014459,              0.0014459,              0.0014459
                     69,                  1.009,                0.68038,                 1.0815,                0.97547,                 0.9337,                 0.9454,                0.54269,                 1.4752,                0.57486,                 1.4563,              0.0014426,              0.0014426,              0.0014426
                     70,                 1.1115,                0.70958,                 1.1896,                0.98151,                 0.9375,                0.93628,                0.59189,                 1.3684,                0.66643,                 1.3917,              0.0014393,              0.0014393,              0.0014393
                     71,                 1.1012,                 0.7065,                 1.1392,                 0.9794,                 0.9375,                0.93795,                0.57839,                 1.4894,                0.57892,                 1.4693,               0.001436,               0.001436,               0.001436
                     72,                 1.2376,                0.79764,                  1.206,                0.94137,                0.86668,                0.87565,                0.53158,                 1.5024,                0.80867,                 1.4204,              0.0014327,              0.0014327,              0.0014327
                     73,                 1.2243,                0.96524,                 1.2123,                0.94545,                0.93261,                0.93598,                0.57172,                 1.5404,                0.61513,                 1.4964,              0.0014294,              0.0014294,              0.0014294
                     74,                 1.1245,                0.69908,                 1.1476,                0.99208,                 0.9375,                0.93566,                0.58328,                 1.4609,                0.61287,                 1.4587,              0.0014261,              0.0014261,              0.0014261
                     75,                 1.0873,                0.69102,                 1.1419,                0.99109,                 0.9375,                0.93737,                0.58681,                 1.4863,                0.57944,                 1.4578,              0.0014228,              0.0014228,              0.0014228
                     76,                 1.0286,                0.63368,                 1.0695,                0.92929,                0.77847,                0.86858,                0.47489,                 1.7534,                 1.4016,                  1.656,              0.0014195,              0.0014195,              0.0014195
                     77,                 1.0554,                0.68935,                 1.0593,                0.96674,                0.93674,                0.93679,                0.57216,                 1.4877,                0.59271,                 1.4672,              0.0014161,              0.0014161,              0.0014161
                     78,                 1.1768,                0.77489,                  1.177,                0.96631,                0.93111,                0.93558,                0.46694,                 1.5253,                0.70845,                  1.532,              0.0014128,              0.0014128,              0.0014128
                     79,                 1.1232,                0.65262,                 1.1427,                0.98844,                 0.9375,                0.93692,                0.53754,                   1.51,                0.65797,                 1.5096,              0.0014095,              0.0014095,              0.0014095
                     80,                 1.1058,                0.66617,                 1.1693,                0.98445,                 0.9375,                0.93614,                0.54765,                 1.5148,                0.61767,                 1.4487,              0.0014062,              0.0014062,              0.0014062
                     81,                 1.0042,                0.75721,                 1.0397,                 0.9756,                 0.9375,                0.93836,                0.57557,                 1.5187,                0.61399,                 1.4559,              0.0014029,              0.0014029,              0.0014029
                     82,                 1.0864,                0.68379,                 1.1408,                0.96612,                0.93394,                 0.9406,                0.59425,                 1.3673,                 0.5499,                 1.3346,              0.0013996,              0.0013996,              0.0013996
                     83,                  1.085,                0.73298,                 1.1233,                0.96341,                0.93342,                0.93955,                 0.6185,                 1.3089,                 0.5791,                 1.3042,              0.0013963,              0.0013963,              0.0013963
                     84,                 1.0573,                0.66187,                 1.1408,                0.97848,                 0.9372,                0.93985,                0.63964,                 1.2902,                0.52309,                 1.3141,               0.001393,               0.001393,               0.001393
                     85,                0.98733,                0.67457,                 1.0807,                0.99034,                 0.9375,                 0.9445,                0.59581,                 1.3602,                0.58647,                  1.379,              0.0013897,              0.0013897,              0.0013897
                     86,                 1.0141,                0.64096,                 1.1056,                0.96753,                 0.9375,                0.94713,                0.57361,                 1.4176,                0.55136,                 1.4493,              0.0013864,              0.0013864,              0.0013864
                     87,                 1.0387,                0.60335,                 1.1024,                0.90848,                0.85417,                0.87248,                0.59377,                 1.4692,                0.53157,                 1.4899,              0.0013831,              0.0013831,              0.0013831
                     88,                 1.0927,                0.66206,                 1.1288,                0.99103,                 0.9375,                0.93606,                0.59905,                 1.4091,                0.60031,                 1.3916,              0.0013798,              0.0013798,              0.0013798
                     89,                 1.1101,                0.64509,                 1.1447,                 0.9907,                 0.9375,                0.93937,                0.51106,                 1.5502,                 0.6284,                 1.5467,              0.0013765,              0.0013765,              0.0013765
                     90,                  1.105,                0.67895,                 1.1303,                0.98977,                 0.9375,                0.93577,                0.56937,                 1.4385,                0.59414,                 1.3588,              0.0013732,              0.0013732,              0.0013732
                     91,                 1.0434,                0.63964,                 1.1219,                0.90589,                0.85417,                0.85601,                0.53975,                 1.6214,                0.72825,                 1.5945,              0.0013699,              0.0013699,              0.0013699
                     92,                 1.1262,                 0.6506,                 1.1355,                0.98469,                 0.9375,                0.93732,                0.54435,                 1.4881,                0.59859,                 1.4461,              0.0013666,              0.0013666,              0.0013666
                     93,                 1.1928,                0.74417,                 1.1751,                0.97388,                0.92717,                0.93723,                0.62781,                 1.4169,                0.63091,                 1.4146,              0.0013633,              0.0013633,              0.0013633
                     94,                0.95427,                 0.6116,                  1.071,                0.90238,                0.85417,                0.84439,                0.54357,                 1.3889,                0.59664,                 1.3964,                0.00136,                0.00136,                0.00136
                     95,                 1.0389,                0.61171,                 1.1143,                0.98848,                 0.9375,                0.93937,                0.59512,                 1.3575,                 0.5532,                 1.3786,              0.0013567,              0.0013567,              0.0013567
                     96,                 1.1816,                0.74499,                 1.1502,                0.99241,                0.93409,                0.94183,                 0.5447,                 1.5292,                0.55927,                  1.448,              0.0013534,              0.0013534,              0.0013534
                     97,                 1.0297,                 0.6632,                 1.1362,                0.98726,                  0.875,                0.92971,                0.56793,                 1.4248,                0.56044,                 1.3638,              0.0013501,              0.0013501,              0.0013501
                     98,                 1.0348,                0.62002,                 1.1165,                0.96992,                 0.9375,                0.93704,                0.60375,                 1.3973,                0.59972,                 1.3721,              0.0013468,              0.0013468,              0.0013468
                     99,                 1.0256,                0.63067,                 1.0796,                0.98523,                 0.9375,                0.93541,                0.56826,                 1.3691,                  0.575,                 1.2882,              0.0013435,              0.0013435,              0.0013435
                    100,                 0.9421,                0.58643,                  1.062,                0.98668,                 0.9375,                0.93518,                0.58406,                 1.4198,                0.64934,                 1.3693,              0.0013402,              0.0013402,              0.0013402
                    101,                 1.0326,                0.61198,                 1.0845,                0.97686,                 0.9375,                0.93635,                0.55042,                 1.4805,                0.62167,                 1.3383,              0.0013369,              0.0013369,              0.0013369
                    102,                0.87971,                0.57407,                 1.0614,                0.98936,                 0.9375,                0.93847,                0.49227,                 1.5653,                0.58867,                 1.4911,              0.0013336,              0.0013336,              0.0013336
                    103,                 1.0515,                0.64058,                 1.0894,                0.98746,                 0.9375,                0.94033,                0.56091,                  1.315,                0.57037,                 1.3548,              0.0013303,              0.0013303,              0.0013303
                    104,                 1.0927,                0.64654,                 1.1513,                0.98979,                 0.9375,                 0.9374,                 0.6094,                 1.3833,                 0.5492,                 1.3632,               0.001327,               0.001327,               0.001327
                    105,                0.97259,                0.60213,                 1.0853,                 0.9894,                 0.9375,                0.93602,                0.57279,                 1.4151,                0.54587,                 1.4342,              0.0013237,              0.0013237,              0.0013237
                    106,                 1.0356,                 0.5859,                 1.0944,                0.96822,                 0.9375,                0.93543,                0.61385,                 1.3497,                0.59417,                 1.3429,              0.0013204,              0.0013204,              0.0013204
                    107,                0.95771,                0.61412,                  1.041,                0.98327,                 0.9375,                0.93533,                 0.5386,                 1.3271,                 0.6088,                 1.3315,              0.0013171,              0.0013171,              0.0013171
                    108,                0.99485,                 0.5695,                 1.0578,                0.98784,                 0.9375,                0.93614,                0.56611,                 1.5638,                0.57894,                 1.4525,              0.0013138,              0.0013138,              0.0013138
                    109,                 1.1285,                 0.6568,                 1.1063,                0.99013,                 0.9375,                0.94253,                0.59572,                 1.4634,                0.55359,                 1.4098,              0.0013105,              0.0013105,              0.0013105
                    110,                0.99649,                0.61771,                 1.0751,                0.99108,                 0.9375,                0.94107,                0.56326,                 1.5518,                0.60559,                 1.5249,              0.0013072,              0.0013072,              0.0013072
                    111,                 1.0042,                0.59901,                 1.1272,                0.97941,                 0.9375,                0.94309,                0.59847,                  1.338,                0.55606,                 1.3744,              0.0013039,              0.0013039,              0.0013039
                    112,                 1.0695,                0.56376,                 1.1048,                0.98536,                 0.9375,                0.93946,                0.59879,                 1.4215,                0.54005,                 1.4274,              0.0013006,              0.0013006,              0.0013006
                    113,                0.94798,                0.60532,                 1.0422,                0.97634,                 0.9375,                0.93883,                0.56511,                 1.5259,                0.58718,                 1.4901,              0.0012973,              0.0012973,              0.0012973
                    114,                0.86839,                0.54735,                0.99517,                0.99084,                 0.9375,                0.93946,                0.61565,                  1.376,                0.51084,                 1.3566,               0.001294,               0.001294,               0.001294
                    115,                0.98503,                0.59968,                 1.0686,                   0.99,                 0.9375,                0.94183,                 0.6067,                 1.4351,                0.52787,                 1.4151,              0.0012907,              0.0012907,              0.0012907
                    116,                0.92292,                 0.5781,                 1.0721,                0.98651,                 0.9375,                 0.9428,                0.61743,                 1.3309,                0.49612,                 1.3291,              0.0012874,              0.0012874,              0.0012874
                    117,                 1.0528,                0.60015,                 1.1063,                0.98283,                 0.9375,                0.93955,                 0.5966,                 1.3932,                0.57732,                 1.4031,              0.0012841,              0.0012841,              0.0012841
                    118,                0.92593,                0.56999,                 1.0075,                0.98189,                 0.9375,                0.93996,                0.61629,                 1.2871,                0.51882,                 1.2955,              0.0012808,              0.0012808,              0.0012808
                    119,                0.96967,                0.62385,                 1.0389,                0.98709,                 0.9375,                0.93826,                0.59501,                 1.3599,                0.55252,                 1.3443,              0.0012775,              0.0012775,              0.0012775
                    120,                0.97084,                0.58978,                 1.0513,                 0.9902,                 0.9375,                0.93714,                0.55367,                 1.3034,                0.51688,                 1.3021,              0.0012742,              0.0012742,              0.0012742
                    121,                0.96004,                0.55458,                  1.074,                0.97825,                 0.9375,                0.93784,                0.56242,                 1.4097,                0.54713,                 1.3583,              0.0012709,              0.0012709,              0.0012709
                    122,                0.98274,                0.55176,                 1.0734,                0.98318,                 0.9375,                0.93642,                 0.5525,                  1.526,                0.52531,                 1.5037,              0.0012676,              0.0012676,              0.0012676
                    123,                  1.017,                0.58659,                 1.1004,                0.97796,                 0.9375,                0.93614,                0.53905,                 1.5356,                0.56564,                 1.4864,              0.0012643,              0.0012643,              0.0012643
                    124,                0.96156,                0.59772,                 1.0465,                0.97669,                 0.9375,                0.93676,                0.56058,                 1.4467,                0.53188,                 1.3399,               0.001261,               0.001261,               0.001261
                    125,                  1.001,                0.62081,                 1.0729,                0.98569,                 0.9375,                0.93877,                0.58381,                 1.4723,                0.53142,                 1.3929,              0.0012577,              0.0012577,              0.0012577
                    126,                0.99076,                0.57152,                 1.0544,                0.96446,                 0.9375,                0.93937,                0.56758,                 1.5033,                0.56799,                 1.4655,              0.0012544,              0.0012544,              0.0012544
                    127,                 0.9637,                0.58095,                0.99462,                0.99075,                 0.9375,                0.93695,                 0.5688,                 1.4455,                0.51419,                 1.3802,              0.0012511,              0.0012511,              0.0012511
                    128,                0.89032,                0.52564,                 1.0275,                0.98334,                 0.9375,                0.93676,                0.56558,                 1.4472,                0.58008,                 1.4077,              0.0012478,              0.0012478,              0.0012478
                    129,                0.94359,                0.53193,                 1.0184,                0.98676,                 0.9375,                0.93946,                0.58841,                  1.384,                0.54223,                 1.3526,              0.0012445,              0.0012445,              0.0012445
                    130,                0.85914,                0.52494,                 1.0356,                0.98905,                 0.9375,                 0.9441,                0.60379,                   1.34,                0.49694,                  1.371,              0.0012412,              0.0012412,              0.0012412
                    131,                0.99315,                0.60789,                 1.0835,                0.98912,                 0.9375,                0.93912,                 0.5685,                 1.3723,                0.51416,                 1.4015,              0.0012379,              0.0012379,              0.0012379
                    132,                0.99236,                0.53371,                 1.0582,                 0.9892,                 0.9375,                0.94183,                0.55888,                 1.4101,                0.49723,                  1.391,              0.0012346,              0.0012346,              0.0012346
                    133,                  0.905,                0.54371,                 1.0275,                0.99069,                 0.9375,                 0.9445,                0.58736,                 1.3719,                0.48959,                 1.4111,              0.0012313,              0.0012313,              0.0012313
                    134,                0.95817,                 0.5393,                 1.0714,                  0.969,                 0.9375,                 0.9454,                0.53808,                 1.5756,                0.54287,                  1.515,               0.001228,               0.001228,               0.001228
                    135,                0.90468,                0.59835,                 1.0165,                0.96711,                 0.8125,                0.86857,                0.45872,                 1.6724,                0.80766,                 1.6308,              0.0012247,              0.0012247,              0.0012247
                    136,                0.99197,                0.62393,                 1.0606,                0.97147,                0.92978,                 0.9352,                0.52786,                 1.5002,                0.66878,                 1.5108,              0.0012214,              0.0012214,              0.0012214
